Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,College,pro_day_40,pro_day_10_split,pro_day_3_cone,pro_day_vertical,pro_day_broad,pro_day_bench,combine_40,combine_10_split,combine_3_cone,combine_vertical,combine_broad,combine_bench,height,weight,hand_size,wing_span,arm_length,CmbnScr,AthleteScr,ProdScr,SizeScr,G,null
1,28131,00-0028131,NFL,ROL407288,https://static.www.nfl.com/image/private/{formatInstructions}/league/hu8fyi3hbyy7rrxbaf0c,Brian Rolle,Brian Rolle,LB,Philadelphia Eagles,PHI,3700,3700,,,,NOR,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,Ohio State,-,-,,,,,4.53,1.63,6.89,33.0,115,28,70,240,10.375,74,31.000,66.2,73.6,59.6,56.3,20,
1,25559,00-0025559,NFL,NAA444955,https://static.www.nfl.com/image/private/{formatInstructions}/league/oxcw8smfodgos0ygmmjn,Legedu Naanee,Legedu Naanee,WR,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Boise State,-,-,,,,,4.41,1.56,-,40.0,119,19,74,215,9.500,,33.000,71.7,83.4,59.2,84.6,73,
1,23847,00-0023847,NFL,CHA617869,https://static.www.nfl.com/image/private/{formatInstructions}/league/meqhieusg8cf1pna3tpe,Jeff Charleston,Jeff Charleston,DE,Tampa Bay Buccaneers,TB,4900,4900,,,,NOR,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,Idaho State,-,-,,,,,-,-,-,-,,,76,265,-,,-,-,-,-,-,65,
1,27059,00-0027059,NFL,TUR634969,https://static.www.nfl.com/image/private/{formatInstructions}/league/kcuw1vz8rorglzhomlvi,Patrick Turner,Patrick Turner,WR,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,USC,-,-,,,,,4.59,-,-,-,,,77,220,9.625,,33.250,75.9,79.5,72.7,88.6,24,
1,27827,00-0027827,NFL,EPP248532,https://static.www.nfl.com/image/private/{formatInstructions}/league/gdowg6wsuuw2rf4boqoe,Dedrick Epps,Dedrick Epps,TE,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Miami,-,-,,,,,4.70,-,-,-,,19,75,250,9.875,,33.125,64.2,66.1,56.8,74.5,6,
1,25540,00-0025540,NFL,BOS364606,https://static.www.nfl.com/image/private/{formatInstructions}/league/svybmltx1c4rb3qwb8ki,Kevin Boss,Kevin Boss,TE,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Western Oregon,-,-,,,,,4.78,1.67,6.96,35.0,116,,78,255,9.625,,32.625,67.9,72.8,60.9,78.5,74,
1,25427,00-0025427,NFL,BEC177695,https://static.www.nfl.com/image/private/{formatInstructions}/league/bqodmof3pebek3cb1qx6,John Beck,John Beck,QB,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,BYU,-,-,,,,,4.75,1.63,6.81,29.5,111,,74,217,9.500,,31.750,77.9,76.2,77.9,69.5,9,
1,27929,00-0027929,NFL,IHE444955,https://static.www.nfl.com/image/private/{formatInstructions}/league/piibutijx4u32lhgjv9z,Carl Ihenacho,Carl Ihenacho,LB,Oakland Raiders,OAK,2520,2520,,,,NOR,2520,OAK,Raiders,Oakland,Oakland Raiders,,,,,#000000,AFC,San Jose State,-,-,,,,,-,-,-,-,,20,74,255,8.875,,33.500,61.9,64.1,69.7,65.9,3,
1,28427,00-0028427,NFL,HEN000000,https://static.www.nfl.com/image/private/{formatInstructions}/league/bgmstvcyc4ziujxjsf9i,Chas Henry,Chas Henry,P,Philadelphia Eagles,PHI,3700,3700,,,,NOR,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,Florida,-,-,,,,,-,-,-,-,,,75,219,9.250,76.625,33.000,-,-,-,-,19,
1,21929,00-0021929,NFL,LEE170180,https://static.www.nfl.com/image/private/{formatInstructions}/league/xxaj9gnomfvyvyqksvfx,Donald Lee,Donald Lee,TE,Cincinnati Bengals,CIN,920,920,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,Mississippi State,-,-,,,,,4.82,1.69,7.42,39.0,120,26,76,248,9.500,,32.500,67.0,66.8,60.9,70.0,133,
1,22954,00-0022954,NFL,GRA128871,https://static.www.nfl.com/image/private/{formatInstructions}/league/rn4n6km2mxgvzg117oim,Ben Graham,Ben Graham,P,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Deakin College (Australia),-,-,,,,,-,-,-,-,,,77,236,-,,-,-,-,-,-,99,
1,22767,00-0022767,NFL,REE737970,https://static.www.nfl.com/image/private/{formatInstructions}/league/o95df6i7jmhrzzg9r9uy,Jacques Reeves,Jacques Reeves,CB,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Purdue,-,-,,,,,-,-,-,-,,,71,188,-,,-,-,-,-,-,90,
1,26043,00-0026043,NFL,DIX461446,https://static.www.nfl.com/image/private/{formatInstructions}/league/xdyfcorwublds73oi62w,Marcus Dixon,Marcus Dixon,DE,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Hampton,-,-,,,,,5.32,1.78,7.58,26.0,111,21,76,295,8.750,,33.250,54.2,51.4,53.8,82.4,22,
1,26597,00-0026597,NFL,FEI569295,https://static.www.nfl.com/image/private/{formatInstructions}/league/xdy6cqv00m8md2ehmqe9,Ray Feinga,Ray Feinga,G,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,BYU,-,-,,,,,-,-,-,-,,30,76,320,10.000,,33.500,65.9,78.5,53.9,78.6,3,
1,27311,00-0027311,NFL,LAN109424,https://static.www.nfl.com/image/private/{formatInstructions}/league/niahuj55pvqw69pcqaaq,Dennis Landolt,Dennis Landolt,T,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Penn State,-,-,,,,,-,-,-,-,,,76,306,-,,-,-,-,-,-,0,
1,23528,00-0023528,NFL,ESS290361,https://static.www.nfl.com/image/private/{formatInstructions}/league/y61smrca90a2n771msre,Trai Essex,Trai Essex,T,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Northwestern,-,-,,,,,5.61,1.93,8.11,29.0,96,,77,324,10.000,,33.000,68.8,58.2,68.1,82.6,76,
1,28338,00-0028338,NFL,ADA479082,https://static.www.nfl.com/image/private/{formatInstructions}/league/f0urzbzxuqp5qivsxlg2,Kris Adams,Kris Adams,WR,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Texas-El Paso,-,-,,,,,-,-,-,-,,,75,194,-,,-,-,-,-,-,3,
1,26953,00-0026953,NFL,STR728484,https://static.www.nfl.com/image/private/{formatInstructions}/league/nnzuqml94yxdpnmwly17,Sammie Stroughter,Sammie Stroughter,WR,Tampa Bay Buccaneers,TB,4900,4900,,,,NOR,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,Oregon State,-,-,,,,,4.45,1.65,7.03,30.0,110,13,70,189,9.000,,29.500,55.3,51.0,68.3,64.1,33,
1,29609,00-0029609,NFL,BLA579109,https://static.www.nfl.com/image/private/{formatInstructions}/league/ikjxdodxlcloetj6xny1,Philip Blake,Philip Blake,C,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Baylor,-,-,,,,,5.25,1.84,7.86,29.5,105,22,75,310,9.875,77.875,33.000,71.1,74.7,63.1,73.9,0,
1,27054,00-0027054,NFL,BAR321209,https://static.www.nfl.com/image/private/{formatInstructions}/league/lcjpdlqrnoepbxedkz3g,Kevin Barnes,Kevin Barnes,DB,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Maryland,-,-,,,,,4.45,1.58,6.72,38.5,128,,73,190,8.625,,32.500,73.7,75.6,71.0,76.7,31,
1,26683,00-0026683,NFL,BAK594317,https://static.www.nfl.com/image/private/{formatInstructions}/league/mflm23vtuvly8avwyxoy,Ryan Baker,Ryan Baker,DE,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Purdue,-,-,,,,,4.88,1.75,7.21,34.0,113,30,77,302,9.000,75.125,31.000,52.2,51.0,55.8,62.2,17,
1,29455,00-0029455,NFL,GUE630649,https://static.www.nfl.com/image/private/{formatInstructions}/league/ynkj4pd4b2cytlaeoftp,Nick Guess,Nick Guess,LS,Oakland Raiders,OAK,2520,2520,,,,NOR,2520,OAK,Raiders,Oakland,Oakland Raiders,,,,,#000000,AFC,Tennessee,-,-,,,,,-,-,-,-,,,74,250,-,,-,-,-,-,-,0,
1,25400,00-0025400,NFL,CAR485536,https://static.www.nfl.com/image/private/{formatInstructions}/league/ydtpyqlzxf5ido63wmjm,Adam Carriker,Adam Carriker,DE,Washington Redskins,WAS,5110,5110,,,,NOR,5110,WAS,Redskins,Washington,Washington Redskins,,,,,#5A1414,NFC,Nebraska,-,-,,,,,4.90,1.70,7.06,33.5,110,33,78,300,9.500,,33.500,80.4,80.4,75.4,90.3,65,
1,23108,00-0023108,NFL,SPA047461,https://static.www.nfl.com/image/private/{formatInstructions}/league/czjy710hzuvlnvzuomak,Stephen Spach,Stephen Spach,TE,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Fresno State,-,-,,,,,-,-,-,-,,,76,260,-,,-,-,-,-,-,60,
1,25395,00-0025395,NFL,AND289942,https://static.www.nfl.com/image/private/{formatInstructions}/league/nvwgzkpucehrxk4nal9t,Jamaal Anderson,Jamaal Anderson,DE,Cincinnati Bengals,CIN,920,920,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,Arkansas,-,-,,,,,4.75,-,-,-,,,78,280,10.000,,35.000,84.1,73.5,91.4,91.6,77,
1,29338,00-0029338,NFL,JON460096,https://static.www.nfl.com/image/private/{formatInstructions}/league/djaeszw7nmelysmm0nmq,Jeremy Jones,Jeremy Jones,DB,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Wayne State,-,-,,,,,4.66,1.65,7.14,31.5,116,20,70,197,9.125,72.5,30.500,53.1,51.8,54.0,63.9,0,
1,23889,00-0023889,NFL,FRA066782,https://static.www.nfl.com/image/private/{formatInstructions}/league/pjl48aidncyqcuqbiynu,C Francies,C Francies,WR,Oakland Raiders,OAK,2520,2520,,,,NOR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#000000,AFC,Texas-El Paso,-,-,,,,,-,-,-,-,,,73,193,-,,-,-,-,-,-,8,
1,21989,00-0021989,NFL,WAR718852,https://static.www.nfl.com/image/private/{formatInstructions}/league/u54tb7cvj0fzybyxifxi,Ty Warren,Ty Warren,DT,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Texas A&M,-,-,,,,,5.10,-,-,-,,27,77,300,10.250,,32.875,78.3,69.4,80.8,77.8,106,
1,28997,00-0028997,NFL,BER388850,https://static.www.nfl.com/image/private/{formatInstructions}/league/d7wv6anpcl42zguhmij8,Jordan Morris,Jordan Morris,CB,Washington Redskins,WAS,5110,5110,,,,NOR,5110,WAS,Redskins,Washington,Washington Redskins,,,,,#5A1414,NFC,Iowa,-,-,,,,,-,-,-,-,,,71,214,-,,-,-,-,-,-,1,
1,25517,00-0025517,NFL,BEE454970,https://static.www.nfl.com/image/private/{formatInstructions}/league/pbidzvgv1d95nuejp6su,Josh Beekman,Josh Beekman,G,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Boston College,-,-,,,,,5.36,1.86,8.24,25.5,93,24,74,310,9.500,,32.500,62.7,53.1,63.1,67.8,28,
1,26669,00-0026669,NFL,CLO067955,https://static.www.nfl.com/image/private/{formatInstructions}/league/qcltf09kqm2x3yejympt,Colin Cloherty,Colin Cloherty,TE,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Brown,-,-,,,,,-,-,-,-,,,74,252,-,,-,-,-,-,-,8,
1,27741,00-0027741,NFL,SHE166667,https://static.www.nfl.com/image/private/{formatInstructions}/league/amiu0wbisr9akkuubk8y,Cameron Sheffield,Cameron Sheffield,LB,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Troy,-,-,,,,,4.92,1.65,7.23,33.0,115,,74,257,10.000,,33.000,63.9,59.1,63.0,65.7,17,
1,27073,00-0027073,NFL,SCO234172,https://static.www.nfl.com/image/private/{formatInstructions}/league/nsdohage1okb1nkmzblv,Darell Scott,Darell Scott,DT,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Clemson,-,-,,,,,4.92,1.75,8.28,30.5,107,29,75,317,9.875,,32.250,66.9,71.6,60.8,73.0,33,
1,28550,00-0028550,NFL,COC094654,https://static.www.nfl.com/image/private/{formatInstructions}/league/m9oalkrs5kvzwmc5e5ow,Colin Cochart,Colin Cochart,TE,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,South Dakota State,-,-,,,,,-,-,-,-,,,76,258,-,,-,-,-,-,-,10,
1,27072,00-0027072,NFL,WAS227614,https://static.www.nfl.com/image/private/{formatInstructions}/league/hpbkgzimtqljkshd9mwo,Donald Washington,Donald Washington,DB,Kansas City Chiefs,KC,2310,2310,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#E31837,AFC,Ohio State,-,-,,,,,4.50,1.57,6.84,45.0,135,9,73,197,9.125,,31.500,66.6,81.2,56.2,72.0,32,
1,22155,00-0022155,NFL,KEN437436,https://static.www.nfl.com/image/private/{formatInstructions}/league/oszourxktzsalltzkk4n,Jimmy Kennedy,Jimmy Kennedy,DT,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Penn State,-,-,,,,,5.20,-,-,-,,,76,302,9.750,,33.000,81.2,76.3,80.8,80.4,92,
1,22828,00-0022828,NFL,JON636637,https://static.www.nfl.com/image/private/{formatInstructions}/league/dfsq1ghqcx7ogfdilr1l,Nate Jones,Nate Jones,FS,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Rutgers,-,-,,,,,-,-,-,-,,,70,185,-,,-,-,-,-,-,106,
1,25429,00-0025429,NFL,UGO266972,https://static.www.nfl.com/image/private/{formatInstructions}/league/i8sjbrxmhdj71r0m4ljf,Tony Ugoh,Tony Ugoh,G,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Arkansas,-,-,,,,,5.06,1.75,-,32.5,117,32,77,301,10.500,,36.000,80.5,86.0,74.8,82.5,40,
1,26174,00-0026174,NFL,THO112147,https://static.www.nfl.com/image/private/{formatInstructions}/league/blk40lqgykitt6vuoixj,Devin Thomas,Devin Thomas,WR,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Michigan State,-,-,,,,,4.41,1.48,7.15,28.0,126,,74,221,10.125,,32.875,79.0,78.5,74.6,85.5,55,
1,28250,00-0028250,NFL,SIL731424,https://static.www.nfl.com/image/private/{formatInstructions}/league/retaw6uakau6s9e5bgob,Alex Silvestro,Alex Silvestro,DE,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Rutgers,-,-,,,,,-,-,-,-,,,75,260,-,,-,-,-,-,-,1,
1,26215,00-0026215,NFL,SMI602051,https://static.www.nfl.com/image/private/{formatInstructions}/league/lasewrx1v29v8lidbz8o,Reggie Smith,Reggie Smith,DB,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Oklahoma,-,-,,,,,4.61,-,-,-,,13,73,200,9.125,,32.250,77.7,67.9,85.0,73.7,45,
1,26357,00-0026357,NFL,SWA061524,https://static.www.nfl.com/image/private/{formatInstructions}/league/h7n3p7fbn1x3bbfuxecz,Brett Swain,Brett Swain,WR,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,San Diego State,-,-,,,,,-,-,-,-,,,72,200,-,,-,-,-,-,-,27,
1,28242,00-0028242,NFL,HAS689313,https://static.www.nfl.com/image/private/{formatInstructions}/league/ujaksh6myw2bcynbblcq,Joe Hastings,Joe Hastings,WR,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Washburn,-,-,,,,,-,-,-,-,,,72,185,-,,-,-,-,-,-,1,
1,22714,00-0022714,NFL,WIL741016,https://static.www.nfl.com/image/private/{formatInstructions}/league/pual04d0qoeggccnv0wp,Kris Wilson,Kris Wilson,TE,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,Pittsburgh,-,-,,,,,4.62,1.56,6.88,35.0,119,24,74,245,9.500,,31.875,86.6,89.1,79.3,65.2,97,
1,22910,00-0022910,NFL,EVA454901,https://static.www.nfl.com/image/private/{formatInstructions}/league/stwolhzhyn9nyxqblwvl,Lee Evans,Lee Evans,WR,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,Wisconsin,-,-,,,,,4.39,1.56,-,34.5,120,,70,197,9.125,,32.375,82.8,75.6,82.7,73.1,118,
1,24002,00-0024002,NFL,MCK465554,https://static.www.nfl.com/image/private/{formatInstructions}/league/e9b6ekknqqymoij4igu2,Brandon McKinney,Brandon McKinney,DT,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,Michigan State,-,-,,,,,-,-,-,-,,,74,345,-,,-,-,-,-,-,61,
1,26648,00-0026648,NFL,COO087485,https://static.www.nfl.com/image/private/{formatInstructions}/league/s0udxuqnhxt4mk0gwoqv,Emanuel Cook,Emanuel Cook,DB,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,South Carolina,-,-,,,,,4.71,1.62,-,35.0,116,18,70,200,9.125,,31.625,60.1,55.3,62.6,64.6,17,
1,28591,00-0028591,NFL,DOM386820,https://static.www.nfl.com/image/private/{formatInstructions}/league/slnyx2x7ap4wzclv7cep,Ray Dominguez,Ray Dominguez,OT,Green Bay Packers,GB,1800,1800,,,,NOR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,Arkansas,-,-,,,,,5.48,1.88,7.74,27.5,90,21,76,328,9.875,80.875,34.000,60.0,70.6,54.7,86.1,0,
1,22156,00-0022156,NFL,JOH086211,https://static.www.nfl.com/image/private/{formatInstructions}/league/yx3wawkjsqdsyvsh8psw,Bryant Johnson,Bryant Johnson,WR,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Penn State,-,-,,,,,4.57,-,-,-,,,75,212,8.750,,31.375,71.8,64.8,63.4,76.2,139,
1,22770,00-0022770,NFL,WAR147534,https://static.www.nfl.com/image/private/{formatInstructions}/league/alp1lllkthvns8nnaul0,Derrick Ward,Derrick Ward,RB,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,University of Ottawa (Kans.),-,-,,,,,-,-,-,-,,,71,240,-,,-,-,-,-,-,93,
1,23219,00-0023219,NFL,BUL698188,https://static.www.nfl.com/image/private/{formatInstructions}/league/o1lspd0ptvvptjfvhffq,Tim Bulman,Tim Bulman,DT,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Boston College,-,-,,,,,4.95,1.74,7.23,32.5,115,35,76,281,9.750,,32.000,72.0,99.0,53.9,68.2,49,
1,24100,00-0024100,NFL,IWU266972,https://static.www.nfl.com/image/private/{formatInstructions}/league/nk2m406okjv0htxbxqzj,Brian Iwuh,Brian Iwuh,LB,Chicago Bears,CHI,810,810,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#0B162A,NFC,Colorado,-,-,,,,,-,-,-,-,,20,72,239,9.000,,31.000,61.1,65.7,54.2,64.7,85,
1,25508,00-0025508,NFL,THO304236,https://static.www.nfl.com/image/private/{formatInstructions}/league/usbcpbt02r9edgy0wkqx,Marcus Thomas,Marcus Thomas,DT,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Florida,-,-,,,,,5.23,-,-,-,,27,75,316,9.250,,33.750,68.8,67.0,68.9,77.7,76,
1,25519,00-0025519,NFL,MCB155520,https://static.www.nfl.com/image/private/{formatInstructions}/league/og2sf8ssvj7iy6pi7alt,Ryan McBean,Ryan McBean,DE,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Oklahoma State,-,-,,,,,4.98,1.76,7.79,28.0,108,27,77,305,10.250,,33.500,60.5,55.6,53.5,82.5,46,
1,26148,00-0026148,NFL,HAR771312,https://static.www.nfl.com/image/private/{formatInstructions}/league/lvfovhhrfwnxczx5sl5s,Derrick Harvey,Derrick Harvey,DE,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Florida,-,-,,,,,4.84,1.64,7.27,28.5,113,31,77,268,9.375,,35.500,83.1,66.2,86.5,86.0,52,
1,26269,00-0026269,NFL,WIL062357,https://static.www.nfl.com/image/private/{formatInstructions}/league/tokcbiienvxn1m23ynfn,Jonathan Wilhite,Jonathan Wilhite,DB,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Auburn,-,-,,,,,4.38,1.46,-,33.5,119,20,71,185,9.500,,31.000,73.5,84.7,67.3,64.9,54,
1,26799,00-0026799,NFL,JOH341659,https://static.www.nfl.com/image/private/{formatInstructions}/league/usqd5f2jndrxie9vchon,Jeremiah Johnson,Jeremiah Johnson,RB,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,Oregon,-,-,,,,,4.71,1.67,-,35.0,115,20,69,200,9.250,,30.750,57.2,52.1,71.8,67.9,8,
1,23186,00-0023186,NFL,TOR692424,https://static.www.nfl.com/image/private/{formatInstructions}/league/bvmjfwa4ylwlgtdd0nmh,Leigh Torrence,Leigh Torrence,DB,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Stanford,-,-,,,,,-,-,-,-,,,71,179,-,,-,-,-,-,-,73,
1,23210,00-0023210,NFL,HUM613935,https://static.www.nfl.com/image/private/{formatInstructions}/league/qlbftksy3qd8mecakjpd,Tory Humphrey,Tory Humphrey,TE,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Central Michigan,-,-,,,,,-,-,-,-,,,74,255,-,,-,-,-,-,-,31,
1,25578,00-0025578,NFL,HAL423750,https://static.www.nfl.com/image/private/{formatInstructions}/league/iifijnwu1c23we7h9fmt,Korey Hall,Korey Hall,RB,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Boise State,-,-,,,,,-,-,-,-,,,72,236,-,,-,-,-,-,-,61,
1,26377,00-0026377,NFL,ARR162645,https://static.www.nfl.com/image/private/{formatInstructions}/league/ec3kzc9fgcttbjvlsm8h,Adrian Arrington,Adrian Arrington,WR,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Michigan,-,-,,,,,4.55,-,-,-,,,75,192,9.500,,32.500,67.0,73.1,68.0,80.6,5,
1,22064,00-0022064,NFL,BAT409475,https://static.www.nfl.com/image/private/{formatInstructions}/league/frafersvx9wxpazu726z,Arnaz Battle,Arnaz Battle,WR,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Notre Dame,-,-,,,,,4.58,1.60,6.74,35.0,117,,73,208,9.000,,30.750,61.2,59.3,57.2,74.8,113,
1,23362,00-0023362,NFL,KEM089572,https://static.www.nfl.com/image/private/{formatInstructions}/league/y7ipr0evw6irotqpnoyx,Chris Kemoeatu,Chris Kemoeatu,G,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Utah,-,-,,,,,5.34,1.86,7.75,29.0,98,26,75,344,10.375,,33.625,71.9,84.7,58.3,89.5,75,
1,23497,00-0023497,NFL,MCF082537,https://static.www.nfl.com/image/private/{formatInstructions}/league/bgoaiebtjvyqxram7cd3,Bryant McFadden,Bryant McFadden,CB,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Florida State,-,-,,,,,4.44,-,-,38.5,130,23,72,190,9.250,,31.125,79.8,84.4,76.1,73.2,96,
1,24095,00-0024095,NFL,MAD654446,https://static.www.nfl.com/image/private/{formatInstructions}/league/gcqscrldh7segwbyhjib,Anthony Madison,Anthony Madison,DB,Detroit Lions,DET,1540,1540,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#0076B6,NFC,Alabama,-,-,,,,,-,-,-,-,,,69,180,-,,-,-,-,-,-,71,
1,25786,00-0025786,NFL,KAP235674,https://static.www.nfl.com/image/private/{formatInstructions}/league/qxsoa3ss5mqm9cu1efju,Jeremy Kapinos,Jeremy Kapinos,P,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Penn State,-,-,,,,,-,-,-,-,,,73,233,-,,-,-,-,-,-,34,
